TG Number,Frequency,Tone,Alpha Tag,Description,Tag,Category,Enable,Signal Detector,Squelch
1,154205000,151.4,Waterville Fire,Waterville Fire Dispatch,Fire,Waterville,true,false,-15













