TG Number,Frequency,Tone,Alpha Tag,Description,Tag,Category,Enable,Signal Detector,Squelch
1,154995000,127.3,Winthrop Fire/EMS,Winthrop Fire& EMS Dispatch,Fire/EMS,Winthrop,,,-45





